333600020,637117590,532339640,524802750,534005290,298500160,254107580,302857310,303056350,291646300,394856010,243827900,327246530,209032940,211440950,429543800,134399530,394549670,393014710,207472160,262610390,208133960,232568120,228140490,155194720,239125520,337354500,198797010,141461780,256961700,336153790,68507210,171396680,217524510,476306920,202077000,336838800,348974740,372033300,332920900,268742160,302661060,342265380,235827210,230865350,213367450,234363200,272560190,238494550,153424790
357737480,730559080,532339640,524802750,611616840,327886430,261075580,302857310,303056350,312136870,405569760,250554940,393443510,209032940,217472900,452097610,236984150,394549670,455076120,207472160,331856990,208133960,288242120,274103430,169943020,239125520,345745630,201387800,141461780,265800800,341742110,120084450,179613260,329773990,478626530,240006580,380208130,388237170,374345660,338998950,268742160,323594870,450327950,235827210,232970010,224472670,234363200,310067090,238494550,164862510
359807350,851673540,550062660,524802750,611616840,327886430,307411430,302857310,303056350,367573950,410019130,257573940,534374440,258692290,217472900,534762500,236984150,394549670,466310450,226083520,436050020,208133960,357687800,274103430,202342020,287784530,345745630,206562900,141461780,265800800,381141580,120084450,226690540,418038720,536058930,249799110,380208130,388237170,491506900,359764740,283326030,333227280,487209530,250984500,234199770,224472670,234363200,310067090,244149240,243548230
398750090,869030480,550062660,614590320,613818970,368014390,315118380,302915810,303492620,367573950,491651070,306208490,569942470,350589350,217472900,535801120,284118390,394549670,466310450,226083520,438258540,234358990,357687800,289941550,236945150,344639920,365128750,252960050,211252200,285401070,472593580,121731130,226690540,438976870,536058930,347316890,380208130,388237170,532610000,407212030,286751290,384857140,487209530,278057690,256058270,274812920,234363200,392636780,265893760,250105920
398750090,879972670,550062660,614590320,628405280,368271020,315118380,302915810,403286090,367573950,532600850,310808050,655281790,353732300,267971650,535801120,359504370,394549670,518699110,226083520,449305400,270198380,357687800,304395570,267939100,406898990,365128750,313747760,230475900,287475420,472593580,138500430,226690540,527803490,536058930,347316890,442682830,388237170,566010070,407212030,286751290,399096950,487209530,344057180,285481320,316288200,244089410,431902100,318882470,259076960
424557960,903890830,550062660,638538840,628405280,368271020,315118380,302915810,403286090,367573950,612456950,344504860,655281790,420750340,274354200,535801120,359504370,396537470,518699110,235956160,480380880,271496690,357687800,360622030,306846710,466226150,396564090,419022660,282278870,290607850,478399720,219327550,239872320,533728640,547521170,347316890,549558930,388237170,583750900,407212030,286751290,437629490,568300660,378842060,362136680,357980600,263641290,431902100,325875080,262150250
424557960,998268580,633250910,712513010,657763490,368271020,335466160,322509960,508657270,376589240,629448980,430482420,655281790,420750340,302433920,551133670,367653160,410584720,567578810,258204110,480380880,271496690,401846130,394783760,361308950,470169280,499466050,432156850,296515800,290607850,570504440,251836140,239872320,589965210,586717250,361910120,596587910,446915900,618925260,454953600,297574520,437882690,571557870,378842060,382394670,386764600,263641290,444766520,350788820,262150250
447122510,1028154470,651418610,813145940,657763490,368271020,351771000,352285980,508657270,417868460,629448980,459333220,690332190,420750340,317337610,551133670,374626340,410584720,567578810,366403730,480380880,271496690,424868740,406396050,449922790,470169280,499466050,465805750,357732660,329112960,572971190,277739430,309199710,610042210,693676290,361910120,596587910,512761060,734103040,454953600,297574520,458923240,576504990,378842060,382394670,386764600,263641290,462773480,364955100,300134610
456322420,1107390890,668411530,843629010,657763490,431263470,351771000,382705840,508657270,525484150,629448980,469205390,738773840,420750340,371807270,551133670,374626340,420172420,573949020,366403730,480823740,271496690,424868740,406396050,538504180,485642480,499466050,465805750,369356490,351458300,572971190,281518880,323599710,610042210,712351840,361910120,596587910,512761060,824733510,454953600,322698850,458923240,576504990,378842060,382394670,399559790,273064580,462773480,364955100,300134610
461061370,1154283870,668411530,985968260,726306030,514609180,374109840,385723850,509421070,525484150,629448980,486261800,782967800,437917290,411752910,581944400,461202640,466379120,573949020,407065400,480823740,276584470,434967810,426330910,538504180,548576630,537747590,513462960,369356490,356934150,597046820,284201250,404416750,672676330,712351840,382351310,596587910,518403470,865947670,454953600,322698850,508080660,576504990,396182560,489407820,422764840,273064580,462773480,364955100,304567470
504640520,1202927220,697107110,985968260,726306030,514609180,418910670,387143610,509421070,535724640,642080360,544127740,832252820,478496440,411752910,581944400,483936710,466379120,629032270,429389790,551719890,279543100,552525740,426330910,616461430,564952100,546668840,513462960,369356490,362768420,687697480,315627950,414742310,726316330,777883950,394091960,596587910,519322370,865947670,505892530,322698850,524340730,586599040,420742910,489407820,422764840,333459910,477497980,372137420,314754550
504640520,1202927220,697107110,985968260,762692730,590629650,418910670,388094830,644247620,535724640,642080360,544127740,898283040,495527730,432684720,584679460,483936710,499282990,643177650,447388860,551719890,315606080,552525740,446364640,628807220,626511550,612523380,513462960,435338670,362768420,687697480,379726230,414742310,726316330,830036750,432861050,624349180,588634590,865947670,505892530,364889620,524340730,599762010,432225400,545334250,422764840,364024000,477497980,388802840,314754550
504640520,1326908140,833909810,1045547050,762692730,667691610,426781960,412406880,644247620,560350700,740849300,544127740,1029981550,575191050,432684720,592934330,492416550,499282990,695275620,480749970,551719890,342220580,554112580,446364640,628807220,626511550,682491230,530320230,441238620,400230620,687697480,392126860,428237120,817869310,830036750,518168630,624349180,651571650,915483740,579662890,364889620,597775690,659987140,432225400,546900110,505871880,376748450,477497980,456366740,336507020
504640520,1326908140,860024370,1064655040,847054760,667691610,426781960,449903620,644247620,571126400,740849300,634188900,1120008030,575191050,437864750,651835210,539061820,499282990,717796980,508760070,579351320,350330450,576554540,446364640,696158370,691277680,706490400,547160180,488501280,400230620,696946180,392126860,444306830,833553080,830036750,596211700,624349180,660248460,918976080,617179200,364889620,624859690,692790000,432997910,624345270,553959660,397626750,588708840,457202000,374378910
533440000,1326908140,860024370,1094745720,888097420,757306540,452952090,483983300,644247620,694431410,740849300,634188900,1213259700,575616350,488603960,651835210,574623530,512355130,785025490,511758350,579351320,387103140,576904360,446364640,732173700,777702510,706490400,565279640,488501280,400230620,713803480,414715950,466358600,907545560,830036750,596211700,645701310,722915740,933658080,617179200,364889620,631034390,712336830,432997910,677467430,645718180,447061840,588708840,457202000,414421740
533440000,1332670730,860024370,1175454840,894226410,858531510,452952090,483983300,666523090,789073650,752529580,634188900,1241292380,625945030,531502850,758787040,618124080,527301050,878904500,511758350,602832660,387103140,576904360,457962520,795788700,838515430,773143350,565279640,488501280,416050720,786023130,470154050,481554800,944191300,898300310,604997360,651194440,741582630,933658080,659980120,404740600,631034390,712336830,457664980,723522670,645718180,447061840,619196460,493214500,414421740
565556710,1354751810,860024370,1199009290,894226410,904060580,452952090,573263690,706399250,789073650,816361560,635918340,1292831100,625945030,611242800,784703350,618124080,527301050,878904500,549791760,602832660,387103140,650417930,467921720,871178290,858259160,832672470,664838570,530951000,416050720,801465290,485806840,500499380,944191300,903791260,638228630,721168070,741582630,940370840,659980120,404740600,685972700,730120930,498993130,723522670,721799420,447061840,654786250,493214500,414421740
565556710,1354751810,975384320,1199009290,907203050,969125300,452952090,573263690,734539790,809105500,817775070,668911650,1312241540,625945030,646417520,886490980,639718560,547826620,891031760,559960080,602832660,427089740,664892200,476255150,871178290,933021250,839424180,664838570,536734780,488937530,808418230,598240230,558182780,960687930,917410790,684903450,721168070,785394760,1025353150,733542730,416486300,734095120,743801810,531464230,723522670,721799420,486832050,683434660,494042570,494429520
565556710,1398181160,975384320,1199009290,907203050,989357060,532509340,573263690,742460670,836632030,817775070,733194320,1326698610,737059130,695055640,913721390,642074960,564466090,923724970,559960080,602832660,433967720,740350280,546567070,877182810,985794320,880759550,664838570,536734780,535408950,821498260,706663420,626071280,960687930,950598800,737375020,744017590,795639520,1025353150,733542730,416486300,743107310,791541210,599612380,825472570,738291000,486832050,709124460,494042570,494429520
619723120,1398181160,1003804590,1291807390,936334200,1002836130,532509340,616732730,864596560,836632030,834884900,733194320,1326698610,737059130,707685100,913721390,649501050,567612270,942258440,567024880,642822900,480320120,740350280,585073640,877182810,1005228690,898610770,664838570,569264990,554389590,846621150,745094260,647459490,975578380,966087830,779503730,793671940,809357920,1038193010,755985440,449398780,750899810,791541210,650160360,825472570,799997560,505241470,727076650,516798270,494429520
619723120,1398181160,1012582080,1315486680,943260770,1002836130,546018250,623789980,915515790,836632030,834884900,855887990,1326698610,740117430,714016020,913721390,649501050,619842250,993732510,567024880,682760460,480320120,740350280,585073640,877182810,1018500570,902755150,698879090,590578210,572617960,846621150,748531810,647459490,975578380,967528950,800256530,800662430,829623880,1089535840,759394120,460394440,790812820,803759350,650160360,872185600,815085600,607122860,727076650,545215870,541015620
619723120,1491653010,1043014530,1374792870,943260770,1028999120,562994970,623789980,915515790,854175720,842443700,863839080,1326698610,789148100,776134500,917235420,690807580,688729680,993732510,567024880,682760460,514138500,778952070,597186460,877182810,1032276610,902755150,698879090,604963010,572617960,860999440,793192180,658873440,1025433950,967528950,887586540,857064890,861182580,1101751100,805626830,460394440,790812820,844131090,662229900,872185600,855228000,654881040,742411330,632863210,541015620
666237550,1538168110,1043014530,1374792870,1019702250,1112719410,611401060,662697060,977472100,854175720,914271300,872861510,1331841420,846321890,785579820,969243940,690807580,708200110,1047287430,567024880,682760460,514138500,824340870,631172910,911285360,1032276610,902755150,700369940,627094900,597424940,892377840,793192180,662310310,1025433950,970900840,887586540,921193450,861182580,1101751100,837877960,479309510,833675770,845446710,727348760,872185600,863731640,654881040,747237280,638631840,581460920
711373410,1583461870,1048410030,1377925850,1124095720,1173896610,616787640,678774960,977472100,964482160,976470100,921807400,1378643890,858756290,785579820,969243940,715370780,730495710,1116508070,567024880,682760460,535150960,824340870,684261190,911285360,1062093460,1019335780,700369940,627094900,664850350,892377840,843495670,662310310,1026201420,988707990,903309260,921193450,888242780,1115789680,849296210,567627640,870705190,861416100,747168970,898458180,895872370,654881040,791780770,676281540,631660570
818625910,1583461870,1052246790,1468685780,1175689190,1173896610,734135530,717213370,1062138390,1029841390,1057183970,927113660,1395734210,969394850,811873740,974323770,715370780,730495710,1127205780,575171500,695673160,543486550,824340870,704707480,939784470,1062093460,1057806270,705886150,639442900,680746890,892862590,856789930,688582210,1040980730,988707990,903309260,951285810,896150680,1125663710,855031720,667370500,870705190,863199100,748190300,898458180,916664810,717189130,805380820,676281540,654147980
902908990,1651605960,1164919440,1496331410,1226279280,1200230060,762619790,719192560,1075152890,1029841390,1073360170,1023772850,1405496610,997847880,811873740,1019868360,763523460,846758980,1213032670,591110600,724014300,605666290,852921470,723184700,939784470,1072095160,1082924830,705886150,639442900,680746890,899631610,876235110,734490370,1040980730,993908290,945567850,980028020,951056520,1157237530,855031720,667370500,939656070,883196730,817511920,910462870,969702610,721635700,869172570,730222320,654147980
1030209810,1725678980,1224843040,1496331410,1305218790,1249437820,805916450,749146300,1089742560,1064728860,1073360170,1023772850,1430038910,1044551160,811873740,1049079390,800460590,933572550,1213032670,591110600,724014300,605666290,868466760,752767880,939784470,1072095160,1082924830,747398950,674187370,680746890,904911250,888073130,736175290,1066891230,1094722210,945567850,980028020,951056520,1165787330,891060030,667370500,944448140,883196730,817511920,910462870,977062360,751373260,869172570,741111880,654147980
1093939160,1747524220,1224843040,1538101810,1437952580,1289098130,805916450,749146300,1128652820,1131309600,1097587170,1047716050,1448636960,1085514320,877211550,1049079390,800460590,941105430,1277660340,623355200,727541280,605666290,868466760,793243480,955854830,1072095160,1091251830,754894310,682670820,691536200,984134320,888073130,746051490,1098244360,1114488300,945567850,989921530,951056520,1205915300,978606420,677085920,981796350,883196730,882829120,910462870,977062360,751373260,869172570,753081890,675949460
1093939160,1747524220,1260009060,1538101810,1451966350,1289098130,920903800,749146300,1128652820,1131309600,1109529700,1126585230,1448636960,1085514320,923522410,1049079390,800460590,941105430,1300015030,623355200,785181400,633281850,897138270,793243480,955854830,1072095160,1092584770,754894310,701807970,697902050,1020718000,924740490,748028470,1113373530,1114488300,1036172350,1046316780,951056520,1290533370,1000384820,677085920,999877580,906113310,904203680,910462870,977062360,751373260,877467070,759538650,689887850
1169748710,1747524220,1260009060,1568323060,1457935080,1289098130,946052970,794031030,1212643780,1172047730,1123377740,1126585230,1448636960,1108596570,923522410,1049079390,800460590,941105430,1303908390,623355200,785181400,633281850,948540940,802505890,977319480,1097941490,1144656040,754894310,766667180,697902050,1025716390,924740490,811256900,1134191210,1137753210,1036172350,1046316780,976035180,1397423900,1083064140,760831280,999877580,906113310,949781480,917060970,998127450,757261620,930837340,764547130,728699520
1170494330,1747524220,1260009060,1578665690,1509152040,1293244960,946052970,840436490,1220311470,1225624940,1123377740,1180553330,1448636960,1108596570,923522410,1094068610,816327560,982895180,1303908390,647644320,785181400,638298930,1015520620,802505890,977319480,1149295120,1144656040,870025210,791641510,703350450,1025716390,1012087790,811256900,1150872500,1162772270,1036172350,1046316780,976459290,1397423900,1091785650,760831280,1037577770,906113310,949781480,974193310,1095244930,767634770,948498110,767720730,799543700
1170494330,1759552120,1276120040,1578665690,1509152040,1294643800,1001655790,957762070,1261308670,1301015210,1139655540,1248608660,1476477760,1108596570,959434030,1134433160,818419940,982895180,1303908390,659190280,811658860,646196730,1078624990,825690070,977319480,1149295120,1144656040,900703240,843829620,703350450,1025716390,1076781820,811256900,1150872500,1176129290,1036172350,1046316780,976459290,1399672070,1091785650,798599270,1085483790,941233580,1000976440,1008307420,1158673850,771169670,1014323070,767720730,799543700
1222664730,1759552120,1372193500,1613507800,1509152040,1318201470,1103466210,957762070,1262984430,1301015210,1173407430,1260854620,1476477760,1112686540,959434030,1167833210,844838240,1001560630,1303908390,684500740,811658860,646196730,1082201720,862837810,1002437370,1158770300,1198332840,954150670,843829620,710886890,1025716390,1076781820,840989370,1197646850,1199046570,1036172350,1046316780,1083771750,1425103690,1091785650,798599270,1085483790,941233580,1030661310,1028321620,1160530400,771169670,1118130220,775350240,799543700
1222664730,1759552120,1373600070,1642299540,1574176290,1318201470,1219138200,1024251150,1262984430,1316326620,1197183880,1317460550,1489243640,1112686540,963943460,1176944870,906329880,1040126380,1338954350,684500740,813348780,651427320,1082201720,862837810,1014704540,1203538820,1256613440,964489980,908872750,722212130,1034013770,1090477090,840989370,1281846580,1199046570,1036172350,1046316780,1094887070,1435228720,1104727920,798599270,1085483790,1009839710,1030661310,1028321620,1197458900,885788480,1176967620,775350240,813028390
1387873880,1807410020,1398287470,1642299540,1680233770,1366375770,1246005080,1040106190,1318309060,1318735720,1269474790,1394153790,1567518440,1112686540,963943460,1264570590,913527330,1040126380,1338954350,689968610,813348780,673815230,1135556110,870501190,1014704540,1245418750,1256613440,964489980,908872750,733247390,1057213050,1131515280,840989370,1300831560,1199046570,1049250250,1046316780,1094887070,1435228720,1108225310,798599270,1114122090,1065929110,1060507050,1082465080,1224248630,904832590,1176967620,775350240,813028390
1553336070,1823414380,1414912630,1752170860,1778609240,1399622920,1246005080,1040106190,1346726260,1318735720,1275291660,1411845500,1607739210,1122713610,963943460,1315566490,913527330,1070259130,1409334780,778948840,815066110,673815230,1156184820,870501190,1024623330,1260032890,1256613440,968009740,909973420,760332140,1099657710,1145364170,840989370,1324041660,1207628830,1088763680,1067795900,1133113800,1508540340,1108225310,812836930,1114122090,1065929110,1143062310,1103139950,1224248630,925725290,1268310690,817721300,813028390
1563213460,1829803840,1414912630,1885160060,1778609240,1483720970,1329641600,1040106190,1382841750,1321632480,1285389620,1497252650,1607739210,1122713610,971858480,1326394040,942993630,1070259130,1414279750,799699480,854751200,673815230,1172697320,870501190,1024623330,1283430560,1324246580,968009740,933692760,824868920,1099657710,1146718740,862846400,1338236080,1207628830,1109831640,1088306330,1133113800,1569638180,1119263470,812836930,1114122090,1066439790,1149118010,1140263870,1265771530,925725290,1268310690,829200170,813028390
1622849620,1959853700,1414912630,1885160060,1778609240,1484171520,1367898980,1042975790,1469884890,1321632480,1394164740,1534160640,1616915140,1170860110,971858480,1330782910,1000486620,1070259130,1419553650,864171340,871366830,673815230,1195297230,870501190,1024623330,1283430560,1370457670,977732310,933692760,916474530,1101107490,1179377340,862846400,1349476180,1218723250,1123245620,1105121030,1205519520,1589322080,1127178570,880231350,1114588050,1091033280,1178848310,1173062400,1281865710,925725290,1268310690,829200170,814470940
1645273820,1959853700,1512944290,1963570880,1778609240,1492010560,1421389490,1047326360,1474630690,1321632480,1403810230,1534160640,1616915140,1170860110,1007115430,1337720010,1000486620,1086800490,1532203420,886811640,871366830,673815230,1242164640,910888790,1050320360,1354002130,1370457670,1008356950,938940650,916474530,1101107490,1283905740,974771300,1349476180,1218723250,1125011290,1105121030,1216886610,1625049680,1127178570,880231350,1114588050,1091877230,1178848310,1182418570,1281865710,959699490,1308750250,829200170,814470940
1651081940,1965934780,1524575420,2086203250,1816579630,1492010560,1421389490,1107909060,1474630690,1351224140,1403810230,1557994070,1631329890,1225795370,1083602390,1384171940,1000486620,1086800490,1532203420,926102960,871366830,787507230,1262753030,915928270,1113271840,1429561200,1407858560,1058964100,988774580,932182120,1101107490,1283905740,1051080480,1349476180,1254530860,1125011290,1105121030,1318814880,1665672410,1153930060,880231350,1200940760,1108764060,1178848310,1182418570,1319359620,1012246820,1308750250,829200170,834726760
1651081940,1967933450,1524575420,2155741090,1816579630,1511912110,1421389490,1113747980,1474630690,1426966160,1420701280,1698322590,1631329890,1254808720,1083602390,1418945260,1000486620,1086800490,1613258470,926102960,876914810,798648550,1262753030,981140150,1113271840,1429561200,1412046210,1062372780,988774580,932182120,1101107490,1302983100,1051080480,1349476180,1254530860,1138790250,1105121030,1382879970,1667303190,1163964210,880231350,1208698670,1113957190,1248744050,1229262170,1333718450,1012246820,1323158160,924301730,895863540
1759228520,1980084490,1544591680,2155741090,1925294710,1538324860,1450879420,1139309460,1474630690,1426966160,1467956230,1741001930,1673499520,1266519340,1124644220,1469482420,1013073340,1086800490,1613258470,988170890,876914810,832875170,1312123220,999803450,1119367940,1456643040,1489545460,1062372780,991332890,932182120,1101586420,1302983100,1064485070,1349476180,1308902230,1194676250,1105121030,1440335470,1739830080,1169572070,896849150,1208698670,1212452280,1248744050,1229262170,1335000140,1058322260,1333962620,969001000,995545100
1781888560,1980084490,1583099540,2155741090,2060523490,1575941450,1565009250,1165029800,1474630690,1426966160,1467956230,1746142190,1694292630,1295082140,1163717160,1557093720,1037428840,1086800490,1656785000,1033771740,927143310,845938630,1312123220,1021950430,1204353860,1511714780,1509095910,1062372780,1039652180,932182120,1119068280,1302983100,1099880120,1349476180,1308902230,1194676250,1150710370,1463945930,1739830080,1229259850,921322940,1224800070,1230390000,1264052830,1231180780,1335149450,1058322260,1357787980,989235980,1004107170
1819549230,2061615150,1605744720,2272523140,2135620820,1601811590,1588917650,1198717820,1474630690,1426966160,1548517500,1746142190,1704852880,1295082140,1163717160,1582176250,1086499710,1086800490,1686610490,1033771740,927143310,942042750,1312123220,1031812930,1204353860,1535887820,1603416330,1108539110,1039652180,966049580,1119068280,1302983100,1147649810,1458725220,1385580690,1311173930,1181326360,1476506710,1739830080,1263482160,921322940,1224800070,1279152860,1264052830,1231180780,1416123710,1058322260,1430187930,994804120,1046306600
1868095410,2061615150,1620015580,2293902780,2163077500,1602813680,1588917650,1200329320,1509668100,1426966160,1548517500,1775889900,1704852880,1304748150,1191563190,1582176250,1157194600,1118654190,1686610490,1033771740,995302260,949161640,1312123220,1031812930,1225599250,1535887820,1644075850,1108539110,1050468180,987289920,1176919010,1302983100,1147649810,1458725220,1445766150,1315960230,1223665680,1476506710,1739830080,1263482160,921322940,1229055520,1301923010,1272632980,1269918880,1416123710,1079558270,1430187930,994804120,1046306600
1912158360,2107811760,1646752620,2293902780,2163077500,1605198050,1631847640,1294857200,1513940770,1482283650,1548517500,1812629840,1756945810,1304748150,1191563190,1635093580,1157194600,1160925730,1700801250,1033771740,995302260,1029740670,1314107440,1040416830,1258301120,1535887820,1663913380,1123762000,1050468180,987289920,1187001490,1319359280,1147649810,1507067620,1532666270,1322907400,1284820480,1476506710,1835937800,1263482160,921322940,1265604580,1326497740,1272632980,1313192950,1424477350,1143355050,1470080740,1002142930,1065307430
1949667530,2107811760,1647944940,2407162830,2173140110,1636379680,1693900340,1344163000,1516708760,1482283650,1598623070,1856644930,1852252040,1348956390,1263654950,1644776480,1178836020,1160925730,1710419960,1033771740,1097594770,1034402940,1375772890,1058503130,1258301120,1571298740,1663913380,1123762000,1135305500,1046110010,1234269210,1400335000,1155850590,1555215280,1532666270,1322907400,1288534990,1476506710,1856682660,1285621950,921322940,1354730510,1345850570,1333932750,1392894910,1448100730,1143355050,1488861590,1002142930,1083995240
1949667530,2151739090,1658358420,2443001930,2177347670,1636379680,1830498420,1377125070,1516708760,1482283650,1598623070,1856644930,1861092270,1377146910,1263654950,1659578150,1178836020,1166589110,1730638280,1075431660,1097594770,1055554570,1389716320,1058503130,1287439980,1583738290,1678099820,1156994040,1135305500,1046110010,1234269210,1465089610,1214364880,1621480940,1611150750,1322907400,1290659170,1476506710,1901325690,1391650570,921322940,1403134220,1368846450,1428771050,1492998390,1515916360,1160469070,1514697100,1017067230,1083995240
1953289710,2225221000,1658358420,2513775280,2258056790,1707971670,1863568730,1414964390,1519083440,1482283650,1598623070,1856644930,1861092270,1377146910,1285784060,1690303780,1178836020,1199759850,1730638280,1094944620,1097594770,1055554570,1389716320,1085437830,1306719940,1637316290,1678099820,1166250700,1148387720,1072626370,1255077520,1561922200,1214364880,1621480940,1715560150,1390287400,1290659170,1476506710,1901325690,1430196070,930158380,1407239680,1436429820,1463322250,1492998390,1620286080,1257698340,1514697100,1017067230,1108200690
1972224630,2225221000,1667297530,2516742610,2310611150,1707971670,1863568730,1414964390,1548048600,1482647250,1619666570,1856644930,1869628440,1386056760,1285784060,1690303780,1212577940,1221371690,1730638280,1126550180,1208221420,1107411630,1458244560,1127723780,1332538140,1637316290,1742950340,1166250700,1170675330,1072626370,1269811390,1592290080,1274321690,1621480940,1778161830,1397532450,1290659170,1577338670,1901325690,1437483730,930158380,1455079350,1441412340,1474788840,1564267400,1620286080,1257698340,1560554760,1048193870,1118013450
2004586950,2225221000,1699082580,2516742610,2365481350,1707971670,1908465690,1477940780,1559074190,1482647250,1678063520,1936036950,1898061440,1390789300,1285784060,1690303780,1235330070,1221371690,1734958640,1173284850,1271309950,1163252200,1458244560,1152747880,1397747170,1691365250,1787377000,1185113110,1187255680,1072626370,1336690130,1592290080,1290616410,1662855210,1778161830,1413763650,1392071740,1598506180,1929658190,1444252030,942309430,1513706890,1441412340,1474788840,1564267400,1622445540,1257698340,1581780680,1055674050,1118013450
2004586950,2244875560,1699082580,2649614390,2432945590,1721810790,1932804510,1477940780,1571542510,1482647250,1678063520,1962230160,1980603940,1507030540,1302097950,1690303780,1235330070,1237970010,1734958640,1256954470,1303589180,1163252200,1486088030,1205756070,1414018800,1691365250,1798821930,1231608320,1206090630,1077373740,1379325180,1610318680,1300198410,1709861110,1819489980,1462399580,1392071740,1600338190,1929658190,1455611130,981339620,1531739080,1441412340,1474788840,1675820860,1627586710,1257698340,1614074320,1126956060,1121461140
2004586950,2274273590,1724524380,2649614390,2432945590,1721810790,1932804510,1531616160,1638880310,1482647250,1736049320,1962230160,1980603940,1616913060,1309924100,1690303780,1235330070,1302514020,1734958640,1256954470,1303589180,1163252200,1486088030,1281995990,1446808680,1712035830,1798821930,1231608320,1321250380,1080985090,1417580760,1618017430,1356300810,1709861110,1822853220,1520295040,1392071740,1610763990,1946061770,1455611130,1073199130,1531739080,1453232380,1497537330,1704787350,1627586710,1260232870,1614074320,1126956060,1121461140
